"日期","收市","開市","高","低","升跌（%）"
"2019-8-2","0.700","0.700","0.700","0.700","0.00%"
"2019-8-1","0.700","0.690","0.700","0.690","1.45%"
"2019-7-31","0.690","0.695","0.695","0.690","-0.72%"
"2019-7-30","0.695","0.695","0.695","0.695","0.00%"
"2019-7-29","0.695","0.690","0.695","0.690","0.72%"
"2019-7-26","0.690","0.674","0.690","0.674","2.37%"
"2019-7-25","0.674","0.675","0.675","0.674","-0.15%"
"2019-7-24","0.675","0.665","0.675","0.665","1.50%"
"2019-7-23","0.665","0.665","0.665","0.665","0.00%"
"2019-7-22","0.665","0.665","0.665","0.665","0.76%"
"2019-7-19","0.660","0.660","0.660","0.660","-0.75%"
"2019-7-18","0.665","0.683","0.683","0.665","-2.64%"
"2019-7-17","0.683","0.680","0.683","0.680","0.44%"
"2019-7-16","0.680","0.675","0.680","0.675","0.74%"
"2019-7-15","0.675","0.670","0.675","0.670","0.75%"
"2019-7-12","0.670","0.660","0.670","0.660","1.52%"
"2019-7-11","0.660","0.660","0.660","0.660","0.00%"
"2019-7-10","0.660","0.656","0.660","0.656","0.61%"
"2019-7-9","0.656","0.660","0.660","0.656","-0.61%"
"2019-7-8","0.660","0.660","0.660","0.660","0.00%"
"2019-7-5","0.660","0.660","0.660","0.660","0.00%"
"2019-7-4","0.660","0.660","0.660","0.660","0.00%"
"2019-7-3","0.660","0.690","0.690","0.660","-4.35%"
"2019-7-2","0.690","0.695","0.695","0.690","-0.72%"
"2019-7-1","0.695","0.695","0.695","0.695","-0.71%"
"2019-6-28","0.700","0.700","0.700","0.700","0.72%"
"2019-6-27","0.695","0.690","0.695","0.690","0.72%"
"2019-6-26","0.690","0.690","0.690","0.690","0.00%"
"2019-6-25","0.690","0.690","0.690","0.690","0.00%"
"2019-6-24","0.690","0.695","0.695","0.690","-0.72%"
"2019-6-21","0.695","0.695","0.695","0.695","0.00%"
"2019-6-20","0.695","0.710","0.710","0.695","-2.11%"
"2019-6-19","0.710","0.710","0.710","0.710","0.00%"
"2019-6-18","0.710","0.720","0.720","0.710","-1.39%"
"2019-6-17","0.720","0.710","0.720","0.710","1.41%"
"2019-6-14","0.710","0.710","0.710","0.710","0.00%"
"2019-6-13","0.710","0.720","0.720","0.710","-1.39%"
