"日期","收市","開市","高","低","升跌（%）"
"2020-7-1","0.600","0.590","0.600","0.590","1.69%"
"2020-6-30","0.590","0.610","0.610","0.590","-3.28%"
"2020-6-29","0.610","0.595","0.610","0.595","2.52%"
"2020-6-26","0.595","0.595","0.595","0.595","0.00%"
"2020-6-25","0.595","0.595","0.595","0.595","0.00%"
"2020-6-24","0.595","0.610","0.610","0.595","-2.46%"
"2020-6-23","0.610","0.595","0.610","0.595","2.52%"
"2020-6-22","0.595","0.595","0.595","0.595","0.00%"
"2020-6-19","0.595","0.595","0.595","0.595","0.00%"
"2020-6-18","0.595","0.630","0.630","0.595","-5.56%"
"2020-6-17","0.630","0.630","0.630","0.630","0.00%"
"2020-6-16","0.630","0.630","0.630","0.630","0.00%"
"2020-6-15","0.630","0.620","0.630","0.620","1.61%"
"2020-6-12","0.620","0.630","0.630","0.620","-1.59%"
"2020-6-11","0.630","0.620","0.630","0.620","1.61%"
"2020-6-10","0.620","0.630","0.630","0.620","-1.59%"
"2020-6-9","0.630","0.625","0.630","0.625","0.80%"
"2020-6-8","0.625","0.620","0.625","0.620","0.81%"
"2020-6-5","0.620","0.630","0.630","0.620","-1.59%"
"2020-6-4","0.630","0.630","0.630","0.630","0.00%"
"2020-6-3","0.630","0.620","0.630","0.620","1.61%"
"2020-6-2","0.620","0.630","0.630","0.620","-1.59%"
"2020-6-1","0.630","0.610","0.630","0.610","3.28%"
"2020-5-29","0.610","0.610","0.610","0.610","0.00%"
"2020-5-28","0.610","0.615","0.615","0.610","-0.81%"
"2020-5-27","0.615","0.615","0.615","0.615","0.00%"
"2020-5-26","0.615","0.610","0.615","0.610","0.82%"
"2020-5-25","0.610","0.640","0.640","0.610","-4.69%"
"2020-5-22","0.640","0.660","0.660","0.640","-3.03%"
"2020-5-21","0.660","0.640","0.660","0.640","3.13%"
"2020-5-20","0.640","0.645","0.645","0.640","-0.78%"
"2020-5-19","0.645","0.655","0.655","0.645","-1.53%"
"2020-5-18","0.655","0.650","0.655","0.650","0.77%"
"2020-5-15","0.650","0.650","0.650","0.650","0.00%"
"2020-5-14","0.650","0.665","0.665","0.650","-2.26%"
"2020-5-13","0.665","0.665","0.665","0.665","0.00%"
"2020-5-12","0.665","0.670","0.670","0.665","-0.75%"
"2020-5-11","0.670","0.650","0.670","0.650","3.08%"
"2020-5-8","0.650","0.670","0.670","0.650","-3.70%"
"2020-5-7","0.675","0.670","0.675","0.670","0.75%"
"2020-5-6","0.670","0.660","0.670","0.660","1.52%"
"2020-5-5","0.660","0.660","0.660","0.660","0.00%"
"2020-5-4","0.660","0.670","0.670","0.660","-1.49%"
"2020-5-1","0.670","0.670","0.670","0.670","0.00%"
"2020-4-30","0.670","0.665","0.670","0.665","0.75%"
"2020-4-29","0.665","0.650","0.665","0.650","2.31%"
"2020-4-28","0.650","0.660","0.660","0.650","-1.52%"
"2020-4-27","0.660","0.645","0.660","0.645","2.33%"
"2020-4-24","0.645","0.650","0.650","0.645","-0.77%"
"2020-4-23","0.650","0.660","0.660","0.650","-1.52%"
"2020-4-22","0.660","0.675","0.675","0.660","-2.22%"
"2020-4-21","0.675","0.695","0.695","0.675","-2.88%"
"2020-4-20","0.695","0.700","0.700","0.695","-0.71%"
"2020-4-17","0.700","0.675","0.700","0.675","3.70%"
"2020-4-16","0.675","0.690","0.690","0.675","-2.17%"
"2020-4-15","0.690","0.705","0.705","0.690","-2.13%"
"2020-4-14","0.705","0.710","0.710","0.705","-0.70%"
"2020-4-13","0.710","0.700","0.710","0.700","1.43%"
"2020-4-10","0.700","0.680","0.700","0.680","2.94%"
"2020-4-9","0.680","0.680","0.680","0.680","0.00%"
"2020-4-8","0.680","0.660","0.680","0.660","3.03%"
"2020-4-7","0.660","0.670","0.670","0.660","-1.49%"
"2020-4-6","0.670","0.645","0.670","0.645","3.88%"
"2020-4-3","0.645","0.645","0.645","0.645","0.00%"
