"日期","收市","開市","高","低","升跌（%）"
"2024-4-12","1.415","1.415","1.415","1.415","0.00%"
"2024-4-11","1.415","1.405","1.415","1.405","0.71%"
"2024-4-10","1.405","1.405","1.405","1.405","0.00%"
"2024-4-9","1.405","1.385","1.405","1.385","1.44%"
"2024-4-8","1.385","1.385","1.385","1.385","1.47%"
"2024-4-5","1.365","1.365","1.365","1.365","0.00%"
"2024-4-4","1.365","1.365","1.365","1.365","0.00%"
"2024-4-3","1.365","1.355","1.365","1.355","0.74%"
"2024-4-2","1.355","1.335","1.355","1.335","1.50%"
"2024-4-1","1.335","1.335","1.335","1.335","-0.74%"
"2024-3-29","1.345","1.355","1.355","1.345","-0.74%"
"2024-3-28","1.355","1.355","1.355","1.355","0.00%"
"2024-3-27","1.355","1.345","1.355","1.345","0.74%"
"2024-3-26","1.345","1.305","1.345","1.305","3.07%"
"2024-3-25","1.305","1.275","1.305","1.275","6.10%"
"2024-3-22","1.230","1.340","1.340","1.230","0.16%"
"2024-3-21","1.228","1.225","1.228","1.225","0.24%"
"2024-3-20","1.225","1.220","1.225","1.220","0.41%"
"2024-3-19","1.220","1.220","1.220","1.220","1.29%"
"2024-3-18","1.204","1.204","1.204","1.204","-0.04%"
"2024-3-15","1.205","1.180","1.205","1.180","2.12%"
"2024-3-14","1.180","1.165","1.180","1.165","1.29%"
"2024-3-13","1.165","1.165","1.165","1.165","-2.51%"
"2024-3-12","1.195","1.150","1.195","1.150","3.91%"
"2024-3-11","1.150","1.150","1.150","1.150","0.00%"
"2024-3-8","1.150","1.146","1.150","1.146","0.35%"
"2024-3-7","1.146","1.146","1.146","1.146","-0.35%"
"2024-3-6","1.150","1.159","1.159","1.150","-0.78%"
"2024-3-5","1.159","1.147","1.159","1.147","1.05%"
"2024-3-4","1.147","1.147","1.147","1.147","-0.35%"
"2024-3-1","1.151","1.150","1.151","1.150","0.09%"
"2024-2-29","1.150","1.152","1.152","1.150","-0.17%"
"2024-2-28","1.152","1.152","1.152","1.152","0.00%"
"2024-2-27","1.152","1.152","1.152","1.152","-0.09%"
"2024-2-26","1.153","1.164","1.164","1.153","-0.95%"
"2024-2-23","1.164","1.160","1.164","1.160","0.34%"
"2024-2-22","1.160","1.160","1.160","1.160","0.61%"
"2024-2-21","1.153","1.153","1.153","1.153","-1.45%"
"2024-2-20","1.170","1.169","1.170","1.169","0.09%"
"2024-2-19","1.169","1.169","1.169","1.169","-0.09%"
"2024-2-16","1.170","1.185","1.185","1.170","-1.27%"
"2024-2-15","1.185","1.185","1.185","1.185","-0.34%"
"2024-2-14","1.189","1.189","1.189","1.189","0.00%"
"2024-2-13","1.189","1.189","1.189","1.189","0.00%"
"2024-2-12","1.189","1.189","1.189","1.189","0.00%"
"2024-2-9","1.189","1.189","1.189","1.189","0.00%"
"2024-2-8","1.189","1.189","1.189","1.189","0.00%"
"2024-2-7","1.189","1.189","1.189","1.189","0.00%"
"2024-2-6","1.189","1.189","1.189","1.189","0.00%"
"2024-2-5","1.189","1.189","1.189","1.189","3.84%"
"2024-2-2","1.145","1.145","1.145","1.145","0.17%"
"2024-2-1","1.143","1.143","1.143","1.143","-0.87%"
"2024-1-31","1.153","1.153","1.153","1.153","-0.60%"
"2024-1-30","1.160","1.175","1.175","1.160","-1.28%"
"2024-1-29","1.175","1.165","1.175","1.165","0.86%"
"2024-1-26","1.165","1.165","1.165","1.165","0.43%"
"2024-1-25","1.160","1.160","1.160","1.160","-0.26%"
"2024-1-24","1.163","1.165","1.165","1.163","-0.17%"
"2024-1-23","1.165","1.165","1.165","1.165","0.00%"
"2024-1-22","1.165","1.165","1.165","1.165","-0.85%"
"2024-1-19","1.175","1.175","1.175","1.175","1.73%"
"2024-1-18","1.155","1.155","1.155","1.155","0.00%"
"2024-1-17","1.155","1.155","1.155","1.155","-3.35%"
"2024-1-16","1.195","1.155","1.195","1.155","3.46%"
"2024-1-15","1.155","1.160","1.160","1.155","-0.43%"
"2024-1-12","1.160","1.165","1.165","1.160","-0.43%"
"2024-1-11","1.165","1.205","1.205","1.165","-3.32%"
"2024-1-10","1.205","1.165","1.205","1.165","3.43%"
"2024-1-9","1.165","1.165","1.165","1.165","0.00%"
"2024-1-8","1.165","1.175","1.175","1.165","-0.85%"
"2024-1-5","1.175","1.155","1.175","1.155","1.73%"
"2024-1-4","1.155","1.155","1.155","1.155","0.87%"
"2024-1-3","1.145","1.145","1.145","1.145","0.00%"
"2024-1-2","1.145","1.130","1.145","1.130","1.33%"
"2024-1-1","1.130","1.130","1.130","1.130","0.00%"
"2023-12-29","1.130","1.130","1.130","1.130","0.00%"
"2023-12-28","1.130","1.130","1.130","1.130","0.00%"
"2023-12-27","1.130","1.130","1.130","1.130","0.00%"
"2023-12-26","1.130","1.153","1.153","1.130","-1.99%"
"2023-12-25","1.153","1.153","1.153","1.153","0.00%"
"2023-12-22","1.153","1.150","1.153","1.150","0.26%"
"2023-12-21","1.150","1.170","1.170","1.150","-1.71%"
"2023-12-20","1.170","1.150","1.170","1.150","1.74%"
"2023-12-19","1.150","1.140","1.150","1.140","0.88%"
"2023-12-18","1.140","1.130","1.140","1.130","0.88%"
"2023-12-15","1.130","1.130","1.130","1.130","0.00%"
"2023-12-14","1.130","1.130","1.130","1.130","-3.00%"
"2023-12-13","1.165","1.175","1.175","1.165","-0.85%"
"2023-12-12","1.175","1.180","1.180","1.175","-0.42%"
"2023-12-11","1.180","1.180","1.180","1.180","1.29%"
"2023-12-8","1.165","1.160","1.165","1.160","0.43%"
"2023-12-7","1.160","1.160","1.160","1.160","-0.43%"
"2023-12-6","1.165","1.195","1.195","1.165","-2.51%"
"2023-12-5","1.195","1.165","1.195","1.165","2.58%"
"2023-12-4","1.165","1.165","1.165","1.165","-1.27%"
"2023-12-1","1.180","1.180","1.180","1.180","2.16%"
"2023-11-30","1.155","1.155","1.155","1.155","-1.70%"
"2023-11-29","1.175","1.170","1.175","1.170","0.43%"
"2023-11-28","1.170","1.205","1.205","1.170","-2.90%"
"2023-11-27","1.205","1.205","1.205","1.205","-0.82%"
"2023-11-24","1.215","1.205","1.215","1.205","0.83%"
"2023-11-23","1.205","1.205","1.205","1.205","0.84%"
"2023-11-22","1.195","1.205","1.205","1.195","-0.83%"
"2023-11-21","1.205","1.225","1.225","1.205","-1.63%"
"2023-11-20","1.225","1.215","1.225","1.215","0.82%"
"2023-11-17","1.215","1.215","1.215","1.215","1.67%"
"2023-11-16","1.195","1.195","1.195","1.195","2.58%"
"2023-11-15","1.165","1.215","1.215","1.165","-4.12%"
"2023-11-14","1.215","1.202","1.215","1.202","1.08%"
