"日期","收市","開市","高","低","升跌（%）"
"2023-9-14","1.215","1.220","1.220","1.215","-0.41%"
"2023-9-13","1.220","1.205","1.220","1.205","1.24%"
"2023-9-12","1.205","1.185","1.205","1.185","1.69%"
"2023-9-11","1.185","1.181","1.185","1.181","0.34%"
"2023-9-8","1.181","1.184","1.184","1.181","-0.30%"
"2023-9-7","1.184","1.180","1.184","1.180","0.38%"
"2023-9-6","1.180","1.177","1.180","1.177","0.30%"
"2023-9-4","1.176","1.175","1.176","1.175","0.13%"
"2023-9-1","1.175","1.175","1.175","1.175","0.00%"
"2023-8-31","1.175","1.183","1.183","1.175","-0.68%"
"2023-8-30","1.183","1.195","1.195","1.183","-1.00%"
"2023-8-29","1.195","1.175","1.195","1.175","1.70%"
"2023-8-28","1.175","1.175","1.175","1.175","-0.09%"
"2023-8-25","1.176","1.185","1.185","1.176","-0.76%"
"2023-8-24","1.185","1.183","1.185","1.183","0.17%"
"2023-8-23","1.183","1.225","1.225","1.183","-3.43%"
"2023-8-22","1.225","1.175","1.225","1.175","4.26%"
"2023-8-21","1.175","1.179","1.179","1.175","-0.34%"
"2023-8-18","1.179","1.175","1.179","1.175","0.34%"
"2023-8-17","1.175","1.175","1.175","1.175","0.00%"
"2023-8-16","1.175","1.185","1.185","1.175","-0.84%"
"2023-8-15","1.185","1.170","1.185","1.170","1.28%"
"2023-8-14","1.170","1.165","1.170","1.165","0.43%"
"2023-8-11","1.165","1.165","1.165","1.165","0.69%"
"2023-8-10","1.157","1.157","1.157","1.157","0.00%"
"2023-8-9","1.157","1.164","1.164","1.157","-0.60%"
"2023-8-8","1.164","1.163","1.164","1.163","0.09%"
"2023-8-7","1.163","1.155","1.163","1.155","0.69%"
"2023-8-4","1.155","1.155","1.155","1.155","0.00%"
"2023-8-3","1.155","1.155","1.155","1.155","0.00%"
"2023-8-2","1.155","1.155","1.155","1.155","0.65%"
"2023-8-1","1.148","1.153","1.153","1.148","-0.48%"
"2023-7-31","1.153","1.150","1.153","1.150","0.26%"
"2023-7-28","1.150","1.135","1.150","1.135","1.32%"
"2023-7-27","1.135","1.142","1.142","1.135","-0.61%"
"2023-7-26","1.142","1.140","1.142","1.140","0.18%"
"2023-7-25","1.140","1.140","1.140","1.140","0.00%"
"2023-7-24","1.140","1.140","1.140","1.140","0.22%"
"2023-7-21","1.137","1.137","1.137","1.137","0.18%"
"2023-7-20","1.135","1.135","1.135","1.135","0.44%"
"2023-7-19","1.130","1.139","1.139","1.130","-0.79%"
"2023-7-18","1.139","1.149","1.149","1.139","-0.87%"
"2023-7-17","1.149","1.145","1.149","1.145","0.39%"
"2023-7-14","1.145","1.145","1.145","1.145","0.00%"
"2023-7-13","1.145","1.145","1.145","1.145","0.00%"
"2023-7-12","1.145","1.152","1.152","1.145","-0.61%"
"2023-7-11","1.152","1.155","1.155","1.152","-0.26%"
"2023-7-10","1.155","1.149","1.155","1.149","0.52%"
"2023-7-7","1.149","1.149","1.149","1.149","0.00%"
"2023-7-6","1.149","1.134","1.149","1.134","1.32%"
"2023-7-5","1.134","1.165","1.165","1.134","-2.66%"
"2023-7-4","1.165","1.165","1.165","1.165","0.00%"
"2023-7-3","1.165","1.165","1.165","1.165","0.00%"
"2023-6-30","1.165","1.155","1.165","1.155","0.87%"
"2023-6-29","1.155","1.155","1.155","1.155","0.00%"
"2023-6-28","1.155","1.155","1.155","1.155","0.00%"
"2023-6-27","1.155","1.155","1.155","1.155","0.00%"
"2023-6-26","1.155","1.155","1.155","1.155","0.00%"
"2023-6-23","1.155","1.155","1.155","1.155","0.00%"
"2023-6-22","1.155","1.155","1.155","1.155","0.00%"
"2023-6-21","1.155","1.160","1.160","1.155","-0.43%"
"2023-6-20","1.160","1.145","1.160","1.145","1.31%"
"2023-6-19","1.145","1.150","1.150","1.145","-0.43%"
"2023-6-16","1.150","1.150","1.150","1.150","-1.12%"
"2023-6-15","1.163","1.153","1.163","1.153","0.87%"
"2023-6-14","1.153","1.160","1.160","1.153","-0.60%"
"2023-6-13","1.160","1.147","1.160","1.147","1.13%"
"2023-6-12","1.147","1.160","1.160","1.147","-1.12%"
"2023-6-9","1.160","1.160","1.160","1.160","0.00%"
"2023-6-8","1.160","1.150","1.160","1.150","0.87%"
"2023-6-7","1.150","1.150","1.150","1.150","0.00%"
"2023-6-6","1.150","1.164","1.164","1.150","-1.25%"
"2023-6-5","1.164","1.164","1.164","1.164","0.09%"
"2023-6-2","1.163","1.165","1.165","1.163","-0.17%"
"2023-6-1","1.165","1.160","1.165","1.160","0.43%"
"2023-5-31","1.160","1.160","1.160","1.160","0.00%"
"2023-5-30","1.160","1.155","1.160","1.155","0.43%"
"2023-5-29","1.155","1.155","1.155","1.155","0.09%"
"2023-5-26","1.154","1.154","1.154","1.154","0.35%"
"2023-5-25","1.150","1.150","1.150","1.150","0.00%"
"2023-5-24","1.150","1.150","1.150","1.150","0.00%"
"2023-5-23","1.150","1.142","1.150","1.142","0.70%"
"2023-5-22","1.142","1.142","1.142","1.142","-0.09%"
"2023-5-19","1.143","1.144","1.144","1.143","-0.09%"
"2023-5-18","1.144","1.145","1.145","1.144","-0.09%"
"2023-5-17","1.145","1.140","1.145","1.140","0.44%"
"2023-5-16","1.140","1.140","1.140","1.140","0.00%"
"2023-5-15","1.140","1.140","1.140","1.140","2.24%"
"2023-5-12","1.115","1.133","1.133","1.115","-1.59%"
"2023-5-11","1.133","1.146","1.146","1.133","-1.13%"
"2023-5-10","1.146","1.150","1.150","1.146","-0.35%"
"2023-5-9","1.150","1.139","1.150","1.139","0.97%"
"2023-5-8","1.139","1.139","1.139","1.139","0.35%"
"2023-5-5","1.135","1.145","1.145","1.135","-0.87%"
"2023-5-4","1.145","1.160","1.160","1.145","-1.29%"
"2023-5-3","1.160","1.225","1.225","1.160","-5.31%"
"2023-5-2","1.225","1.215","1.225","1.215","0.82%"
"2023-5-1","1.215","1.215","1.215","1.215","0.00%"
"2023-4-28","1.215","1.185","1.215","1.185","2.53%"
"2023-4-27","1.185","1.175","1.185","1.175","0.85%"
"2023-4-26","1.175","1.185","1.185","1.175","-0.84%"
"2023-4-25","1.185","1.200","1.200","1.185","-1.25%"
"2023-4-24","1.200","1.200","1.200","1.200","0.42%"
"2023-4-21","1.195","1.202","1.202","1.195","-0.58%"
"2023-4-20","1.202","1.202","1.202","1.202","-0.25%"
"2023-4-19","1.205","1.215","1.215","1.205","-0.82%"
"2023-4-18","1.215","1.220","1.220","1.215","-0.41%"
"2023-4-17","1.220","1.220","1.220","1.220","0.41%"
"2023-4-14","1.215","1.215","1.215","1.215","0.00%"
"2023-4-13","1.215","1.230","1.230","1.215","-1.22%"
"2023-4-12","1.230","1.225","1.230","1.225","0.41%"
"2023-4-11","1.225","1.215","1.225","1.215","0.82%"
"2023-4-10","1.215","1.215","1.215","1.215","-1.62%"
"2023-4-7","1.235","1.210","1.235","1.210","2.07%"
"2023-4-6","1.210","1.255","1.255","1.210","-3.59%"
"2023-4-5","1.255","1.255","1.255","1.255","0.00%"
"2023-4-4","1.255","1.255","1.255","1.255","0.00%"
"2023-4-3","1.255","1.255","1.255","1.255","0.00%"
"2023-3-31","1.255","1.215","1.255","1.215","3.29%"
"2023-3-30","1.215","1.215","1.215","1.215","0.00%"
"2023-3-29","1.215","1.215","1.215","1.215","0.00%"
"2023-3-28","1.215","1.215","1.215","1.215","0.00%"
"2023-3-27","1.215","1.215","1.215","1.215","3.49%"
"2023-3-24","1.174","1.160","1.174","1.160","1.21%"
"2023-3-23","1.160","1.175","1.175","1.160","-1.28%"
"2023-3-22","1.175","1.165","1.175","1.165","0.86%"
"2023-3-21","1.165","1.144","1.165","1.144","1.84%"
"2023-3-20","1.144","1.160","1.160","1.144","-1.38%"
"2023-3-17","1.160","1.145","1.160","1.145","1.31%"
"2023-3-16","1.145","1.158","1.158","1.145","-1.12%"
"2023-3-15","1.158","1.140","1.158","1.140","1.58%"
"2023-3-14","1.140","1.165","1.165","1.140","-2.15%"
"2023-3-13","1.165","1.165","1.165","1.165","-1.69%"
"2023-3-10","1.185","1.213","1.213","1.185","-2.31%"
"2023-3-9","1.213","1.229","1.229","1.213","-1.30%"
"2023-3-8","1.229","1.230","1.230","1.229","-0.08%"
"2023-3-7","1.230","1.215","1.230","1.215","1.23%"
"2023-3-6","1.215","1.248","1.248","1.215","-2.68%"
"2023-3-3","1.248","1.240","1.248","1.240","0.69%"
"2023-3-2","1.240","1.215","1.240","1.215","2.06%"
"2023-3-1","1.215","1.175","1.215","1.175","3.40%"
"2023-2-28","1.175","1.175","1.175","1.175","0.00%"
"2023-2-27","1.175","1.175","1.175","1.175","0.00%"
"2023-2-24","1.175","1.185","1.185","1.175","-0.84%"
"2023-2-23","1.185","1.230","1.230","1.185","-3.66%"
"2023-2-22","1.230","1.220","1.230","1.220","0.82%"
"2023-2-21","1.220","1.235","1.235","1.220","-1.21%"
"2023-2-20","1.235","1.240","1.240","1.235","-0.40%"
"2023-2-17","1.240","1.215","1.240","1.215","2.06%"
"2023-2-16","1.215","1.194","1.215","1.194","1.76%"
"2023-2-15","1.194","1.175","1.194","1.175","1.62%"
"2023-2-14","1.175","1.235","1.235","1.175","-4.86%"
"2023-2-13","1.235","1.235","1.235","1.235","3.43%"
"2023-2-10","1.194","1.170","1.194","1.170","2.05%"
"2023-2-9","1.170","1.173","1.173","1.170","-0.26%"
"2023-2-8","1.173","1.170","1.173","1.170","0.26%"
"2023-2-7","1.170","1.174","1.174","1.170","-0.34%"
"2023-2-6","1.174","1.144","1.174","1.144","2.62%"
"2023-2-3","1.144","1.153","1.153","1.144","-0.78%"
"2023-2-2","1.153","1.195","1.195","1.153","-3.51%"
"2023-2-1","1.195","1.205","1.205","1.195","-0.83%"
"2023-1-31","1.205","1.225","1.225","1.205","-1.63%"
"2023-1-30","1.225","1.225","1.225","1.225","0.00%"
"2023-1-27","1.225","1.225","1.225","1.225","0.00%"
"2023-1-26","1.225","1.225","1.225","1.225","0.00%"
"2023-1-25","1.225","1.225","1.225","1.225","0.00%"
"2023-1-24","1.225","1.225","1.225","1.225","0.00%"
"2023-1-23","1.225","1.225","1.225","1.225","0.00%"
"2023-1-20","1.225","1.225","1.225","1.225","0.00%"
"2023-1-19","1.225","1.225","1.225","1.225","0.00%"
"2023-1-18","1.225","1.225","1.225","1.225","0.00%"
"2023-1-17","1.225","1.195","1.225","1.195","2.51%"
"2023-1-16","1.195","1.195","1.195","1.195","0.00%"
"2023-1-13","1.195","1.215","1.215","1.195","-1.65%"
"2023-1-12","1.215","1.205","1.215","1.205","0.83%"
"2023-1-11","1.205","1.195","1.205","1.195","0.84%"
"2023-1-10","1.195","1.194","1.195","1.194","0.08%"
"2023-1-9","1.194","1.285","1.285","1.194","-7.08%"
"2023-1-6","1.285","1.255","1.285","1.255","2.39%"
"2023-1-5","1.255","1.335","1.335","1.230","-5.99%"
"2023-1-4","1.335","1.335","1.335","1.335","0.00%"
"2023-1-3","1.335","1.335","1.335","1.335","0.00%"
"2023-1-2","1.335","1.335","1.335","1.335","0.00%"
"2022-12-30","1.335","1.335","1.335","1.335","0.00%"
"2022-12-29","1.335","1.335","1.335","1.335","0.00%"
"2022-12-28","1.335","1.310","1.335","1.310","1.91%"
"2022-12-27","1.310","1.210","1.310","1.210","8.26%"
"2022-12-26","1.210","1.210","1.210","1.210","0.00%"
"2022-12-23","1.210","1.250","1.275","1.210","-3.20%"
"2022-12-22","1.250","1.235","1.250","1.235","1.21%"
"2022-12-21","1.235","1.275","1.275","1.235","-3.14%"
"2022-12-20","1.275","1.215","1.275","1.215","4.94%"
"2022-12-19","1.215","1.215","1.215","1.215","-1.62%"
"2022-12-16","1.235","1.275","1.275","1.235","-3.14%"
"2022-12-15","1.275","1.275","1.275","1.275","0.00%"
"2022-12-14","1.275","1.290","1.290","1.275","-1.16%"
"2022-12-13","1.290","1.295","1.295","1.290","-0.39%"
"2022-12-12","1.295","1.295","1.295","1.295","0.86%"
"2022-12-9","1.284","1.250","1.284","1.250","2.72%"
"2022-12-8","1.250","1.250","1.250","1.250","-1.19%"
"2022-12-7","1.265","1.365","1.365","1.265","-7.33%"
"2022-12-6","1.365","1.355","1.365","1.355","0.74%"
"2022-12-5","1.355","1.355","1.355","1.355","-2.87%"
"2022-12-2","1.395","1.395","1.395","1.395","-4.12%"
"2022-12-1","1.455","1.495","1.495","1.455","-2.68%"
"2022-11-30","1.495","1.475","1.495","1.475","1.36%"
"2022-11-29","1.475","1.475","1.475","1.475","0.00%"
"2022-11-28","1.475","1.485","1.485","1.475","-0.67%"
"2022-11-25","1.485","1.490","1.490","1.485","-0.34%"
"2022-11-24","1.490","1.490","1.490","1.490","-2.30%"
"2022-11-23","1.525","1.575","1.575","1.525","-3.17%"
"2022-11-22","1.575","1.595","1.595","1.575","-1.25%"
"2022-11-21","1.595","1.595","1.595","1.595","-0.62%"
"2022-11-18","1.605","1.605","1.605","1.605","0.63%"
"2022-11-17","1.595","1.595","1.595","1.595","-4.78%"
"2022-11-16","1.675","1.685","1.685","1.675","-0.59%"
"2022-11-15","1.685","1.695","1.695","1.685","-0.59%"
"2022-11-14","1.695","1.695","1.695","1.695","2.42%"
"2022-11-11","1.655","1.775","1.775","1.655","-6.76%"
"2022-11-10","1.775","1.794","1.794","1.775","-1.06%"
"2022-11-9","1.794","1.814","1.814","1.794","-1.10%"
"2022-11-8","1.814","1.805","1.814","1.805","0.50%"
"2022-11-7","1.805","1.794","1.805","1.794","0.61%"
"2022-11-4","1.794","1.794","1.794","1.794","0.50%"
"2022-11-3","1.785","1.785","1.785","1.785","1.71%"
"2022-11-2","1.755","1.755","1.755","1.755","0.00%"
"2022-11-1","1.755","1.755","1.755","1.755","0.00%"
"2022-10-31","1.755","1.755","1.755","1.755","-1.02%"
"2022-10-28","1.773","1.824","1.824","1.773","-2.80%"
"2022-10-27","1.824","1.860","1.860","1.824","-1.94%"
"2022-10-26","1.860","1.900","1.900","1.860","-2.11%"
"2022-10-25","1.900","1.925","1.925","1.900","-1.30%"
"2022-10-24","1.925","1.925","1.925","1.925","0.52%"
"2022-10-21","1.915","1.915","1.915","1.915","4.93%"
"2022-10-20","1.825","1.825","1.825","1.825","0.00%"
"2022-10-19","1.825","1.825","1.825","1.825","2.82%"
"2022-10-18","1.775","1.775","1.775","1.775","0.00%"
"2022-10-17","1.775","1.755","1.775","1.755","1.14%"
"2022-10-14","1.755","1.755","1.755","1.755","-0.57%"
"2022-10-13","1.765","1.765","1.765","1.765","0.00%"
"2022-10-12","1.765","1.735","1.765","1.735","1.73%"
"2022-10-11","1.735","1.705","1.735","1.705","1.76%"
"2022-10-10","1.705","1.705","1.705","1.705","0.00%"
"2022-10-7","1.705","1.705","1.705","1.705","1.79%"
"2022-10-6","1.675","1.675","1.675","1.675","0.60%"
"2022-10-5","1.665","1.675","1.675","1.665","-0.60%"
"2022-10-4","1.675","1.675","1.675","1.675","-1.18%"
"2022-10-3","1.695","1.695","1.695","1.695","0.00%"
"2022-9-30","1.695","1.695","1.695","1.695","2.42%"
"2022-9-29","1.655","1.655","1.655","1.655","-1.19%"
"2022-9-28","1.675","1.665","1.675","1.665","0.60%"
"2022-9-27","1.665","1.475","1.665","1.475","12.88%"
"2022-9-26","1.475","1.402","1.475","1.402","5.21%"
"2022-9-23","1.402","1.395","1.402","1.395","0.50%"
"2022-9-22","1.395","1.395","1.395","1.395","0.00%"
"2022-9-21","1.395","1.395","1.395","1.395","0.00%"
"2022-9-20","1.395","1.395","1.395","1.395","0.00%"
"2022-9-19","1.395","1.395","1.395","1.395","1.45%"
"2022-9-16","1.375","1.345","1.375","1.345","2.23%"
"2022-9-15","1.345","1.335","1.345","1.335","0.75%"
"2022-9-14","1.335","1.305","1.335","1.305","2.30%"
"2022-9-13","1.305","1.305","1.305","1.305","0.00%"
"2022-9-12","1.305","1.305","1.305","1.305","1.56%"
"2022-9-9","1.285","1.285","1.285","1.285","0.00%"
"2022-9-8","1.285","1.285","1.285","1.285","-2.28%"
"2022-9-7","1.315","1.315","1.315","1.315","0.77%"
"2022-9-6","1.305","1.295","1.305","1.295","0.77%"
"2022-9-5","1.295","1.295","1.295","1.295","-2.26%"
"2022-9-2","1.325","1.255","1.325","1.255","5.58%"
"2022-9-1","1.255","1.235","1.255","1.235","1.62%"
"2022-8-31","1.235","1.215","1.235","1.215","1.65%"
"2022-8-30","1.215","1.235","1.235","1.215","-1.62%"
"2022-8-29","1.235","1.195","1.235","1.195","3.35%"
"2022-8-26","1.195","1.195","1.195","1.195","0.00%"
"2022-8-25","1.195","1.195","1.195","1.195","-0.83%"
"2022-8-24","1.205","1.215","1.215","1.205","-0.82%"
"2022-8-23","1.215","1.205","1.215","1.205","0.83%"
"2022-8-22","1.205","1.205","1.205","1.205","1.69%"
"2022-8-19","1.185","1.185","1.185","1.185","0.00%"
"2022-8-18","1.185","1.185","1.185","1.185","0.00%"
"2022-8-17","1.185","1.169","1.185","1.169","1.37%"
"2022-8-16","1.169","1.170","1.170","1.169","-0.09%"
"2022-8-15","1.170","1.170","1.170","1.170","0.60%"
"2022-8-12","1.163","1.163","1.163","1.163","-1.86%"
"2022-8-11","1.185","1.175","1.185","1.175","0.85%"
"2022-8-10","1.175","1.175","1.175","1.175","0.00%"
"2022-8-9","1.175","1.175","1.175","1.175","-3.29%"
"2022-8-8","1.215","1.215","1.215","1.215","5.19%"
"2022-8-5","1.155","1.155","1.155","1.155","0.00%"
"2022-8-4","1.155","1.175","1.175","1.155","-1.70%"
"2022-8-3","1.175","1.155","1.175","1.155","1.73%"
"2022-8-2","1.155","1.135","1.155","1.135","1.76%"
"2022-8-1","1.135","1.135","1.135","1.135","1.79%"
"2022-7-29","1.115","1.145","1.145","1.115","-2.62%"
"2022-7-28","1.145","1.185","1.185","1.145","-3.38%"
"2022-7-27","1.185","1.195","1.195","1.185","-0.84%"
"2022-7-26","1.195","1.215","1.215","1.195","-1.65%"
"2022-7-25","1.215","1.215","1.215","1.215","-0.82%"
"2022-7-22","1.225","1.255","1.255","1.225","-2.39%"
"2022-7-21","1.255","1.245","1.255","1.245","0.80%"
"2022-7-20","1.245","1.255","1.255","1.245","-0.80%"
"2022-7-19","1.255","1.255","1.255","1.255","0.00%"
"2022-7-18","1.255","1.255","1.255","1.255","0.80%"
"2022-7-15","1.245","1.235","1.245","1.235","0.81%"
"2022-7-14","1.235","1.235","1.235","1.235","0.00%"
"2022-7-13","1.235","1.245","1.245","1.235","-0.80%"
"2022-7-12","1.245","1.245","1.245","1.245","0.00%"
"2022-7-11","1.245","1.245","1.245","1.245","5.06%"
